ticker,ticker_root,name,share_class_shares_outstanding,weighted_shares_outstanding,primary_exchange,cik,composite_figi,sic_code,sic_description,list_date,total_employees,market,description,active,address,branding,currency_name,homepage_url,locale,market_cap,phone_number,round_lot,share_class_figi,type,ticker_suffix
FDX,FDX,FedEx Corporation,260220000,260219792,XNYS,0001048911,BBG000BJF1Z8,4513,AIR COURIER SERVICES,1978-04-12,547000,stocks,"FedEx pioneered overnight delivery in 1973 and remains the world's largest express package provider. In its fiscal 2020 (ended May 2020), FedEx derived 51% of revenue from its express division, 33% from ground, and 10% from freight, its asset-based less-than-truckload shipping segment. The remainder comes from other services, including FedEx Office, which provides document production/shipping, and FedEx Logistics, which provides global forwarding. FedEx acquired Dutch parcel delivery firm TNT Express in 2016. TNT was previously the fourth-largest global parcel delivery provider.",True,"{'address1': '942 SOUTH SHADY GROVE ROAD', 'city': 'MEMPHIS', 'state': 'TN', 'postal_code': '38120-'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmZlZGV4LmNvbQ/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmZlZGV4LmNvbQ/images/2022-11-01_icon.jpeg'}",usd,https://www.fedex.com,us,45980837246.399994,(901) 818-7500,100,BBG001S5R3M5,CS,
FITB,FITB,Fifth Third Bancorp,686400000,686396166,XNAS,0000035527,BBG000BJL3N0,6022,STATE COMMERCIAL BANKS,1990-03-26,19187,stocks,"Fifth Third Bancorp is a diversified financial-services company headquartered in Cincinnati. The company has over $200 billion in assets and operates numerous full-service banking centers and ATMs throughout Ohio, Kentucky, Indiana, Michigan, Illinois, Florida, Tennessee, West Virginia, Georgia, and North Carolina.",True,"{'address1': '38 FOUNTAIN SQ PLZ', 'address2': 'FIFTH THIRD CENTER', 'city': 'CINCINNATI', 'state': 'OH', 'postal_code': '45263'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LjUzLmNvbQ/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LjUzLmNvbQ/images/2022-11-01_icon.jpeg'}",usd,https://www.53.com,us,25039732135.679996,(513) 579-5300,100,BBG001S5R6S2,CS,
FRC,FRC,First Republic Bank,176740000,182925373,XNYS,0001132979,BBG0019LSQ49,,,2010-12-09,7114,stocks,"First Republic offers private banking and wealth management services to high-net-worth clients. Services are primarily offered in the San Francisco, New York City, and Los Angeles markets. The bank was founded in 1985.",True,,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmZpcnN0cmVwdWJsaWMuY29t/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmZpcnN0cmVwdWJsaWMuY29t/images/2022-11-01_icon.jpeg'}",usd,https://www.firstrepublic.com,us,22721160580.329998,,100,BBG001TG3G38,CS,
FE,FE,FirstEnergy Corp.,571750000,571753195,XNYS,0001031296,BBG000BB6M98,4911,ELECTRIC SERVICES,1997-11-10,12400,stocks,"FirstEnergy is an investor-owned holding company with 10 regulated distribution utilities across six mid-Atlantic and Midwestern states. FirstEnergy also owns and operates one of the nation's largest electric transmission systems with 24,000 miles of lines.",True,"{'address1': '76 SOUTH MAIN ST', 'city': 'AKRON', 'state': 'OH', 'postal_code': '44308-1890'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmZpcnN0ZW5lcmd5Y29ycC5jb20/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmZpcnN0ZW5lcmd5Y29ycC5jb20/images/2022-11-01_icon.png'}",usd,https://www.firstenergycorp.com,us,22790082352.7,330-761-7837,100,BBG001S5R3N4,CS,
FIS,FIS,"Fidelity National Information Services, Inc.",593380000,593379456,XNYS,0001136893,BBG000BK2F42,7389,"SERVICES-BUSINESS SERVICES, NEC",2001-06-20,65000,stocks,"Fidelity National Information Services' legacy operations provide core and payment processing services to banks, but its business has expanded over time. By acquiring Sungard in 2015, the company now provides record-keeping and other services to investment firms. With the acquisition of Worldpay in 2019, FIS now provides payment processing services for merchants and holds leading positions in the United States and United Kingdom. About a fourth of revenue is generated outside North America.",True,"{'address1': '347 RIVERSIDE AVENUE', 'city': 'JACKSONVILLE', 'state': 'FL', 'postal_code': '32202'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmZpc2dsb2JhbC5jb20/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmZpc2dsb2JhbC5jb20/images/2022-11-01_icon.jpeg'}",usd,https://www.fisglobal.com,us,39151176506.880005,407-551-8315,100,BBG001S8SWQ0,CS,
FISV,FISV,Fiserv Inc,635030000,635028076,XNAS,0000798354,BBG000BJKPG0,7389,"SERVICES-BUSINESS SERVICES, NEC",1986-09-25,44000,stocks,"Fiserv is a leading provider of core processing and complementary services, such as electronic funds transfer, payment processing, and loan processing, for U.S. banks and credit unions, with a focus on small and midsize banks. Through the merger with First Data in 2019, Fiserv now provides payment processing services for merchants. About 10% of the company's revenue is generated internationally.",True,"{'address1': '255 FISERV DR', 'address2': 'PO BOX 979', 'city': 'BROOKFIELD', 'state': 'WI', 'postal_code': '53045'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmZpc2Vydi5jb20/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmZpc2Vydi5jb20/images/2022-11-01_icon.png'}",usd,https://www.fiserv.com,us,65084027509.24,(414) 879-5000,100,BBG001S5R6Q4,CS,
FLT,FLT,"FleetCor Technologies, Inc.",73750000,73752362,XNYS,0001175454,BBG000GPXKX9,7389,"SERVICES-BUSINESS SERVICES, NEC",2010-12-15,9700,stocks,"Fleetcor Technologies Inc is a provider of specialised payment products. The company offers fleet cards, food cards, corporate lodging discount cards, and other specialised payment services. Fleetcor's systems enable its customers to manage and control their commercial payments and loyalty-card programmes. Customers include commercial fleet operators, major oil companies, petroleum marketers, and government entities. Further, Fleetcor offers customised analysis solutions to its clients, offering business productivity tracking capabilities. North America is the largest geographic operating segment.",True,"{'address1': '3280 PEACHTREE ROAD', 'address2': 'SUITE 2400', 'city': 'ATLANTA', 'state': 'GA', 'postal_code': '30305'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmZsZWV0Y29yLmNvbQ/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmZsZWV0Y29yLmNvbQ/images/2022-11-01_icon.jpeg'}",usd,https://www.fleetcor.com,us,14136852748.16,800-877-9019,100,BBG001SHC7K8,CS,
FMC,FMC,FMC Corporation,125970000,125965923,XNYS,0000037785,BBG000BJP882,2800,CHEMICALS & ALLIED PRODUCTS,1986-05-29,6400,stocks,"FMC is a pure-play crop chemical company. The company has diversified its sales to create a balanced crop chemical portfolio across geographies and crop exposure. Through acquisitions, FMC is now one of the five largest patented crop chemical companies and will continue to develop new products, with a focus on biologicals, through its research and development pipeline.",True,"{'address1': '2929 WALNUT STREET', 'city': 'PHILADELPHIA', 'state': 'PA', 'postal_code': '19104'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmZtYy5jb20/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmZtYy5jb20/images/2022-11-01_icon.png'}",usd,https://www.fmc.com,us,16272277933.140001,215-299-6668,100,BBG001S5R880,CS,
F,F,Ford Motor Company,3949640000,4020494099,XNYS,0000037996,BBG000BQPC32,3711,MOTOR VEHICLES & PASSENGER CAR BODIES,1972-06-01,183000,stocks,"Ford Motor Co. manufactures automobiles under its Ford and Lincoln brands. In March 2022 the company announced that it will run its combustion engine business, Ford Blue, and its BEV business, Ford Model e, as separate businesses but still all under Ford Motor Company. The company has about 12.5% market share in the United States, about 6.5% share in Europe, and about 2.4% share in China including unconsolidated affiliates. We expect market share increases as inventory improves coming out of the chip shortage. Sales in the U.S. made up about 64% of 2021 total company revenue. Ford has about 183,000 employees, including about 56,000 UAW employees, and is based in Dearborn, Michigan.",True,"{'address1': 'ONE AMERICAN ROAD', 'city': 'DEARBORN', 'state': 'MI', 'postal_code': '48126'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmZvcmQuY29t/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmZvcmQuY29t/images/2022-11-01_icon.png'}",usd,https://www.ford.com,us,56608556913.92,(313) 322-3000,100,BBG001S5TZ33,CS,
FTNT,FTNT,"Fortinet, Inc.",781240000,781236011,XNAS,0001262039,BBG000BCMBG4,3577,"COMPUTER PERIPHERAL EQUIPMENT, NEC",2009-11-18,12091,stocks,"Fortinet is a cybersecurity vendor that sells products, support, and services to small and midsize businesses, enterprises, and government entities. Its products include unified threat management appliances, firewalls, network security, and its security platform, Security Fabric. Services revenue is primarily from FortiGuard security subscriptions and FortiCare technical support. At the end of 2021, products were 38% of revenue and services were 62% of sales. The California-based company sells products worldwide.",True,"{'address1': '899 KIFER ROAD', 'city': 'SUNNYVALE', 'state': 'CA', 'postal_code': '94086'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmZvcnRpbmV0LmNvbQ/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmZvcnRpbmV0LmNvbQ/images/2022-11-01_icon.jpeg'}",usd,https://www.fortinet.com,us,41335197342.009995,408-235-7700,100,BBG001S77BL6,CS,
FTV,FTV,Fortive Corporation,353810000,353808253,XNYS,0001659166,BBG00BLVZ228,3823,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",2016-07-05,18000,stocks,"Fortive is a diversified industrial technology firm with a broad portfolio of mission-critical products and services that include field solutions, product realization, health, and sensing technologies. The company serves a wide range of end markets, including manufacturing, utilities, medical, and electronics. Fortive generated roughly $5.3 billion in revenue and $1.2 billion in adjusted operating income in 2021.",True,"{'address1': '6920 SEAWAY BLVD.', 'city': 'EVERETT', 'state': 'WA', 'postal_code': '98203'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmZvcnRpdmUuY29t/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmZvcnRpdmUuY29t/images/2022-11-01_icon.jpeg'}",usd,https://www.fortive.com,us,24083727781.71,(425) 446-5000,100,BBG00BLVZ237,CS,
FBHS,FBHS,"FORTUNE BRANDS HOME & SECURITY, INC.",128240000,128242529,XNYS,0001519751,BBG001B4BV87,2430,"MILLWOOD, VENEER, PLYWOOD, & STRUCTURAL WOOD MEMBERS",2011-09-16,28056,stocks,"Fortune Brands Home & Security is a leading home and security products company that operates three segments. The company's $2.9 billion (fiscal 2021) cabinets segment, which will be spun off in early 2023, sells cabinets and vanities under the MasterBrand family of brands. The $2.8 billion plumbing segment, led by the Moen brand, sells faucets, showers, and other plumbing fixtures. The $2.0 billion outdoors and security segment sells entry doors under the Therma-Tru brand name, Fiberon-branded patio decking, and locks and other security devices under the Master Lock and SentrySafe brand names.",True,"{'address1': '520 LAKE COOK ROAD', 'city': 'DEERFIELD', 'state': 'IL', 'postal_code': '60015'}",{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmZiaHMuY29t/images/2022-11-01_logo.png'},usd,https://www.fbhs.com,us,8584554891.259999,847-484-4400,100,BBG001THLZ70,CS,
FOXA,FOXA,Fox Corporation Class A Common Stock,302480000,542693582,XNAS,0001754301,BBG00JHNJW99,4833,TELEVISION BROADCASTING STATIONS,2019-02-27,10600,stocks,"Fox represents the assets not sold to Disney by the predecessor firm, Twenty First Century Fox. The remaining assets include Fox News, the FOX broadcast network, FS1 and FS2, Fox Business, Big Ten Network, 28 owned and operated local television stations of which 17 are affiliated with the Fox Network, and the Fox Studios lot. The Murdoch family continues to control the successor firm, which represents a large-scale bet on the value of live sports and news in the U.S. market.",True,"{'address1': '1211 AVENUE OF THE AMERICAS', 'city': 'NEW YORK', 'state': 'NY', 'postal_code': '10036'}",{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmZveGNvcnBvcmF0aW9uLmNvbQ/images/2022-11-01_logo.png'},usd,https://www.foxcorporation.com,us,16980882180.779999,212.852.7000,100,BBG00JHNJX06,CS,
FOX,FOX,Fox Corporation Class B Common Stock,240220000,542693582,XNAS,0001754301,BBG00JHNKJY8,4833,TELEVISION BROADCASTING STATIONS,2019-02-27,10600,stocks,"Fox represents the assets not sold to Disney by the predecessor firm, Twenty First Century Fox. The remaining assets include Fox News, the FOX broadcast network, FS1 and FS2, Fox Business, Big Ten Network, 28 owned and operated local television stations of which 17 are affiliated with the Fox Network, and the Fox Studios lot. The Murdoch family continues to control the successor firm, which represents a large-scale bet on the value of live sports and news in the U.S. market.",True,"{'address1': '1211 AVENUE OF THE AMERICAS', 'city': 'NEW YORK', 'state': 'NY', 'postal_code': '10036'}",{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmZveGNvcnBvcmF0aW9uLmNvbQ/images/2022-11-01_logo.png'},usd,https://www.foxcorporation.com,us,15982325989.9,212.852.7000,100,BBG00JHNKKR3,CS,
BEN,BEN,"Franklin Resources, Inc.",499560000,499558579,XNYS,0000038777,BBG000BD0TF8,6282,INVESTMENT ADVICE,1986-12-05,9800,stocks,"Franklin Resources provides investment services for individual and institutional investors. At the end of September 2022, Franklin had $1.297 trillion in managed assets, composed primarily of equity (30%), fixed-income (38%), multi-asset/balanced (10%) funds, alternatives (18%) and money market funds (4%). Distribution tends to be weighted more toward retail investors (49% of AUM) investors, as opposed to institutional (49%) and high-net-worth (2%) clients. Franklin is also one of the more global firms of the U.S.-based asset managers we cover, with more than 35% of its AUM invested in global/international strategies and 25% of managed assets sourced from clients domiciled outside the United States.",True,"{'address1': 'ONE FRANKLIN PARKWAY', 'address2': 'BUILDING 920/2, LEGAL-FRI SECRETARY', 'city': 'SAN MATEO', 'state': 'CA', 'postal_code': '94403'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmZyYW5rbGlucmVzb3VyY2VzLmNvbQ/images/2022-11-01_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmZyYW5rbGlucmVzb3VyY2VzLmNvbQ/images/2022-11-01_icon.jpeg'}",usd,https://www.franklinresources.com,us,13373183159.83,650-312-2000,100,BBG001S5P3W6,CS,
FCX,FCX,Freeport-McMoran Inc.,1429330000,1429327191,XNYS,0000831259,BBG000BJDB15,1000,METAL MINING,1995-08-01,24700,stocks,"Freeport-McMoRan Inc is an international mining company. It operates geographically diverse assets with proven and probable mineral reserves of copper, gold and molybdenum. The company's portfolio of assets includes the Grasberg minerals district in Indonesia; and mining operations in North America and South America, including the large-scale Morenci minerals district in Arizona and the Cerro Verde operation in Peru. It derives key revenue from the sale of Copper.",True,"{'address1': '333 NORTH CENTRAL AVENUE', 'city': 'PHOENIX', 'state': 'AZ', 'postal_code': '85004'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmZjeC5jb20/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmZjeC5jb20/images/2022-11-01_icon.jpeg'}",usd,https://www.fcx.com,us,53099505145.65,(602) 366-8100,100,BBG001S5R3F3,CS,
GRMN,GRMN,Garmin Ltd,191660000,191663933,XNYS,0001121788,,3812,"SEARCH, DETECTION, NAVAGATION, GUIDANCE, AERONAUTICAL SYS",2000-12-08,18700,stocks,"Garmin produces GPS-enabled hardware and software for five verticals: fitness, outdoors, auto, aviation, and marine. The company relies on licensing mapping data to enable its hardware specialized for often niche activities like scuba diving or sailing. Garmin operates in 100 countries and sells its products via distributors as well as relationships with original equipment manufacturers.",True,"{'address1': 'MUHLENTALSTRASSE 2', 'city': 'SCHAFFHAUSEN', 'state': 'V8', 'postal_code': 'CH-8200'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3Lmdhcm1pbi5jb20/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3Lmdhcm1pbi5jb20/images/2022-11-01_icon.jpeg'}",usd,https://www.garmin.com,us,17456751017.64,41 52 630 1600,100,,CS,
IT,IT,"Gartner, Inc.",79020000,79024380,XNYS,0000749251,BBG000BB65D0,8741,SERVICES-MANAGEMENT SERVICES,1993-10-29,16600,stocks,"Based in Stamford, Conn., Gartner provides independent research and analysis on information technology and other related technology industries. Its research is delivered to clients' desktops in the form of reports, briefings, and updates. Typical clients are chief information officers and other business executives who help plan companies' IT budgets. Gartner also provides consulting services and hosted nearly 80 IT conferences across the globe in 2007.",True,"{'address1': '56 TOP GALLANT RD', 'address2': 'P O BOX 10212', 'city': 'STAMFORD', 'state': 'CT', 'postal_code': '06904-2212'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmdhcnRuZXIuY29t/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmdhcnRuZXIuY29t/images/2022-11-01_icon.png'}",usd,https://www.gartner.com,us,27071381856.6,(203) 964-0096,100,BBG001S5SD60,CS,
GEN,GEN,Gen Digital Inc. Common Stock,651360000,651359881,XNAS,0000849399,BBG000BH2JM1,7372,SERVICES-PREPACKAGED SOFTWARE,1989-06-23,2700,stocks,"Gen is a cybersecurity pure-play that offers security, identity protection, and privacy solutions to individual consumers. The firm's cyber safety offerings, via brands such as Norton, Avast, and LifeLock, have long maintained their positions as some of the most recognizable consumer-focused security and identity-protection products.",True,"{'address1': '60 E RIO SALADO PARKWAY', 'address2': 'SUITE 1000', 'city': 'TEMPE', 'state': 'AZ', 'postal_code': '85281'}",,usd,https://www.gendigital.com,us,15052926849.91,650-527-2900,100,BBG001S5QG38,CS,
GNRC,GNRC,GENERAC HOLDINGS INC,63360000,63356402,XNYS,0001474735,BBG000PQ4W72,3621,MOTORS & GENERATORS,2010-02-11,9540,stocks,"Generac Power Systems designs and manufactures power generation equipment serving residential, commercial, and industrial markets. It offers standby generators, portable generators, lighting, outdoor power equipment, and a suite of clean energy products. Sales generated in the United States account for the majority of total sales.",True,"{'address1': 'S45 W29290 HIGHWAY 59', 'city': 'WAUKESHA', 'state': 'WI', 'postal_code': '53187'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmdlbmVyYWMuY29t/images/2022-11-01_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmdlbmVyYWMuY29t/images/2022-11-01_icon.jpeg'}",usd,https://www.generac.com,us,6668261310.5,888 436-3722,100,BBG001T5VGH6,CS,
GD,GD,General Dynamics Corporation,274550000,274548961,XNYS,0000040533,BBG000BK67C7,3730,SHIP & BOAT BUILDING & REPAIRING,1952-04-25,103100,stocks,"General Dynamics is a defense contractor and business jet manufacturer. The firm's segments include aerospace, combat systems, marine, and technologies. The company's aerospace segment creates Gulfstream business jets. Combat system produces land-based combat vehicles, such as the M1 Abrams tank. The marine subsegment creates nuclear-powered submarines, among other things. The technologies segment contains two main units, an IT business that primarily serves the government market and a mission systems business that focuses on products that provide command, control, computers, intelligence, surveillance, and reconnaissance capabilities to the military.",True,"{'address1': '11011 SUNSET HILLS RD', 'city': 'RESTON', 'state': 'VA', 'postal_code': '20190'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmdkLmNvbQ/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmdkLmNvbQ/images/2022-11-01_icon.jpeg'}",usd,https://www.gd.com,us,69672289832.97,703-876-3000,100,BBG001S5RHP1,CS,
GE,GE,General Electric Company,1092670000,1092668140,XNYS,0000040545,BBG000BK6MB5,3600,ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP),1892-06-23,168000,stocks,"GE was formed through the combination of two companies in 1892, including one with historical ties to American inventor Thomas Edison. Today, GE is a global leader in air travel, precision health, and in the energy transition. The company is known for its differentiated technology and its massive industrial installed base of equipment sprawled throughout the world. That installed base most notably includes aerospace engines, gas and steam turbines, onshore and offshore wind turbines, as well as medical diagnostic and mobile equipment. GE earns most of its profits on the service revenue of that equipment, which is generally higher-margin. The company is led by former Danaher alum Larry Culp who is leading a multi-year turnaround of the storied conglomerate based on Lean principles.",True,"{'address1': '5 NECCO STREET', 'city': 'BOSTON', 'state': 'MA', 'postal_code': '02210'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmdlLmNvbQ/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmdlLmNvbQ/images/2022-11-01_icon.jpeg'}",usd,https://www.ge.com,us,96307769859.6,617-443-3000,100,BBG001S5PVD5,CS,
GIS,GIS,"General Mills, Inc.",593540000,593535650,XNYS,0000040704,BBG000BKCFC2,2040,GRAIN MILL PRODUCTS,1952-11-14,32500,stocks,"General Mills is a leading global packaged food company that produces snacks, cereal, convenient meals, yogurt, dough, baking mixes and ingredients, pet food, and superpremium ice cream. Its largest brands are Nature Valley, Cheerios, Old El Paso, Yoplait, Pillsbury, Betty Crocker, BLUE, and Haagen-Dazs. In fiscal 2022, 77% of its revenue was derived from the United States, although the company also operates in Canada, Europe, Australia, Asia, and Latin America. While most of General Mills' products are sold through retail stores to consumers, the company also sells products into the food-service channel and the commercial baking industry.",True,"{'address1': 'NUMBER ONE GENERAL MILLS BLVD', 'city': 'MINNEAPOLIS', 'state': 'MN', 'postal_code': '55426'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmdlbmVyYWxtaWxscy5jb20/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmdlbmVyYWxtaWxscy5jb20/images/2022-11-01_icon.jpeg'}",usd,https://www.generalmills.com,us,49245652880.5,(763) 764-7600,100,BBG001S5RKR2,CS,
GM,GM,General Motors Company,1420700000,1420696787,XNYS,0001467858,BBG000NDYB67,3711,MOTOR VEHICLES & PASSENGER CAR BODIES,2010-11-18,157000,stocks,"General Motors Co. emerged from the bankruptcy of General Motors Corp. (old GM) in July 2009. GM has eight brands and operates under four segments: GM North America, GM International, Cruise, and GM Financial. The United States now has four brands instead of eight under old GM. The company lost its U.S. market share leader crown in 2021 with share down 280 basis points to 14.6%, but we expect GM to reclaim the top spot in 2022 as 2021 suffered from the chip shortage. GM Financial became the company's captive finance arm in October 2010 via the purchase of AmeriCredit.",True,"{'address1': '300 RENAISSANCE CENTER', 'city': 'DETROIT', 'state': 'MI', 'postal_code': '48265-3000'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmdtLmNvbQ/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmdtLmNvbQ/images/2022-11-01_icon.png'}",usd,https://www.gm.com,us,57481392002.020004,313.667.1500,100,BBG001SM1DK6,CS,
GPC,GPC,Genuine Parts Company,141160000,141161349,XNYS,0000040987,BBG000BKL348,5013,WHOLESALE-MOTOR VEHICLE SUPPLIES & NEW PARTS,1968-08-20,52000,stocks,"Genuine Parts sells automotive parts (about two thirds of net sales) and industrial components. The company sells vehicle parts to commercial and retail customers through roughly 9,700 stores worldwide, most of which are independently owned. Its industrial unit, primarily operating under the Motion Industries banner in the United States, supplies bearings, power transmission, industrial automation, hydraulic, and pneumatic components to maintenance, repair, and OEM clients.",True,"{'address1': '2999 WILDWOOD PARKWAY', 'city': 'ATLANTA', 'state': 'GA', 'postal_code': '30339'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmdlbnB0LmNvbQ/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmdlbnB0LmNvbQ/images/2022-11-01_icon.jpeg'}",usd,https://www.genpt.com,us,26270127048.899998,(678) 934-5000,100,BBG001S5RNH7,CS,
GILD,GILD,Gilead Sciences Inc,1254240000,1254243845,XNAS,0000882095,BBG000CKGBP2,2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",1992-01-22,14400,stocks,"Gilead Sciences develops and markets therapies to treat life-threatening infectious diseases, with the core of its portfolio focused on HIV and hepatitis B and C. The acquisitions of Corus Pharma, Myogen, CV Therapeutics, Arresto Biosciences, and Calistoga have broadened this focus to include pulmonary and cardiovascular diseases and cancer. Gilead's acquisition of Pharmasset brought rights to hepatitis C drug Sovaldi, which is also part of combination drug Harvoni, and the Kite, Forty Seven, and Immunomedics acquisitions boost Gilead's exposure to cell therapy and noncell therapy in oncology.",True,"{'address1': '333 LAKESIDE DR', 'city': 'FOSTER CITY', 'state': 'CA', 'postal_code': '94404'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmdpbGVhZC5jb20/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmdpbGVhZC5jb20/images/2022-11-01_icon.png'}",usd,https://www.gilead.com,us,108191074069.70001,(650) 574-3000,100,BBG001S6Y1X7,CS,
GL,GL,Globe Life Inc.,97270000,97270229,XNYS,0000320335,BBG000BVD6X4,6311,LIFE INSURANCE,1980-12-31,3222,stocks,"Globe Life Inc is an insurance holding company. It provides a variety of life and supplemental health insurance products and annuities to a broad base of customers. The company's core operations are organized into four reportable segments: life insurance, supplemental health insurance, annuities, and investments. Investment activities, conducted by the investment segment, focus on seeking investments with a yield and term appropriate to support the insurance product obligations. These investments generally consist of fixed maturities and, over the long term, the expected yields are considered when setting insurance premium rates and product profitability expectations.",True,"{'address1': '3700 SOUTH STONEBRIDGE DRIVE', 'city': 'MCKINNEY', 'state': 'TX', 'postal_code': '75070'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3Lmdsb2JlbGlmZWluc3VyYW5jZS5jb20/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3Lmdsb2JlbGlmZWluc3VyYW5jZS5jb20/images/2022-11-01_icon.jpeg'}",usd,https://www.globelifeinsurance.com,us,11409797861.699999,972-569-4000,100,BBG001S5WRX4,CS,
GPN,GPN,"Global Payments, Inc.",270400000,270401146,XNYS,0001123360,BBG000CX0P89,7389,"SERVICES-BUSINESS SERVICES, NEC",2001-01-26,25000,stocks,"Global Payments is a leading provider of payment processing and software solutions and focuses on serving small and midsize merchants. The company operates in 30 countries and generates about one fourth of its revenue from outside North America, primarily in Europe and Asia. In 2019, Global Payments merged with Total System Services in an all-stock deal that gave Total System Services shareholders 48% of the combined company's shares.",True,"{'address1': '3550 LENOX ROAD', 'city': 'ATLANTA', 'state': 'GA', 'postal_code': '30326'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3Lmdsb2JhbHBheW1lbnRzaW5jLmNvbQ/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3Lmdsb2JhbHBheW1lbnRzaW5jLmNvbQ/images/2022-11-01_icon.jpeg'}",usd,https://www.globalpaymentsinc.com,us,27499796548.2,(770) 829-8030,100,BBG001SGS2Z8,CS,
